epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_ra,mae_declination,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_ra,r2_declination,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_ra,std_ratio_declination,std_ratio_coa_phase
15,q_low_mchirp_low,1241,1.25388,0.0170904,0.992399,1.56041,0.604613,1.56356,0.617592,0.851864,0.71325,0.0412405,-0.220798,0.0147508,1.10338,0.973582,0.901718,0,0.287012,8.52916e-06
15,q_low_mchirp_high,426,1.32922,0.0175304,0.994896,1.56468,0.586827,1.59838,0.0280458,0.852222,0.706142,-0.0773451,-0.0285145,0.0166802,1.47218,1.00313,0.913769,6.31259e-17,0.357185,3.57167e-06
15,q_high_mchirp_low,544,1.49136,0.0183284,0.962466,1.56476,0.614577,1.56403,0.745701,0.812765,0.719475,0.0279742,-0.189642,-0.0092109,0.843773,0.947093,0.909136,0,0.243109,3.00248e-05
15,q_high_mchirp_high,1123,1.84546,0.016269,0.966772,1.57093,0.593005,1.57067,0.727057,0.870657,0.720245,0.0036841,-0.119441,-0.00308657,1.06816,0.995404,0.894199,0,0.381492,2.44488e-06
20,full,5000,1.59968,0.0141174,0.848699,1.57749,0.579273,1.57195,0.918234,0.896088,0.783136,-0.0135357,-0.0855453,-0.0121996,0.95908,0.959521,0.927233,0,0.391084,4.91281e-16
20,snr_low,1667,2.0229,0.0163679,0.860896,1.5734,0.579481,1.61814,0.855851,0.849076,-1.03888,0.0016169,-0.0966554,-0.113851,0.931429,0.903926,1.44932,6.12517e-17,0.29944,5.04549e-16
20,snr_mid,1666,1.4754,0.0130679,0.901103,1.57894,0.562982,1.56162,0.941561,0.915582,-1.02288,-0.0249491,-0.075493,0.0143574,0.968102,0.974852,1.72587,0,0.385154,4.86678e-16
20,snr_high,1667,1.30067,0.0129156,0.784128,1.58014,0.595347,1.5361,0.954769,0.922868,-0.652512,-0.0175534,-0.0849738,0.0547618,0.975783,0.996883,1.31576,6.14958e-17,0.459711,4.83433e-16
20,mchirp_low,2500,1.30539,0.0151599,0.869893,1.57361,0.58391,1.57145,0.767482,0.875644,0.769611,0.00643911,-0.107486,-0.0172761,0.987648,0.938091,0.929399,0,0.348995,4.92404e-16
20,mchirp_high,2500,1.89398,0.0130749,0.827504,1.58137,0.574637,1.57245,0.708689,0.916583,0.79648,-0.0343402,-0.0646049,-0.00766865,1.01144,0.979888,0.924678,0,0.427369,4.90287e-16
20,merger_early,2500,1.62221,0.0133244,0.87196,1.57257,0.548412,1.55406,0.917339,0.622546,0.769457,0.00285154,0.0313902,0.0118566,0.962097,1.00221,0.933405,0,0.394302,4.89193e-16
20,merger_late,2500,1.57716,0.0149103,0.825437,1.58242,0.610134,1.58985,0.919108,0.555809,0.796453,-0.0306807,-0.205442,-0.0367794,0.95586,1.04109,0.920965,0,0.368205,4.93422e-16
20,q_low,1667,1.14556,0.014074,0.841313,1.5615,0.577805,1.55098,0.862363,0.902448,0.785704,0.0143921,-0.0856373,0.0241974,1.03285,0.952908,0.926562,6.08156e-17,0.381028,4.87623e-16
20,q_mid,1666,1.63747,0.0140264,0.846265,1.60207,0.57893,1.57376,0.9067,0.894419,0.782486,-0.0697497,-0.104548,-0.0247843,0.997784,0.960188,0.92891,0,0.398258,4.94047e-16
20,q_high,1667,2.01605,0.0142516,0.858516,1.56892,0.581084,1.59113,0.910947,0.891151,0.780957,0.0116467,-0.0679429,-0.0371664,0.956944,0.965131,0.926516,6.12362e-17,0.393946,4.92328e-16
20,q_low_mchirp_low,1241,1.08468,0.0143766,0.854143,1.56041,0.579186,1.56018,0.722318,0.898096,0.780365,0.0412405,-0.11745,0.00114112,1.10144,0.945454,0.919306,0,0.367974,4.9049e-16
20,q_low_mchirp_high,426,1.32292,0.0131924,0.803939,1.56468,0.573783,1.52416,0.0630733,0.915315,0.801345,-0.0773451,-0.00359464,0.087474,1.35038,0.975604,0.946978,6.31259e-17,0.414038,4.79792e-16
20,q_high_mchirp_low,544,1.57742,0.0166001,0.875143,1.56476,0.596679,1.56719,0.778448,0.838862,0.767614,0.0279742,-0.0886417,0.0022062,0.86245,0.916085,0.923497,0,0.311931,9.8291e-16
20,q_high_mchirp_high,1123,2.22852,0.013114,0.850461,1.57093,0.57353,1.60273,0.652299,0.915238,0.78715,0.0036841,-0.0579323,-0.0565816,1.02498,0.985309,0.927854,0,0.426452,9.85619e-16
25,full,5000,1.46389,0.0138447,0.838002,1.57749,0.535226,1.57195,0.933576,0.899819,0.789765,-0.0135357,0.102126,-0.0121996,0.940028,1.01232,0.906494,0,0.385538,4.91281e-16
25,snr_low,1667,1.7186,0.0157553,0.799695,1.5734,0.546759,1.61814,0.896216,0.858809,-0.754283,0.0016169,0.0524294,-0.113851,0.93361,0.962276,1.35669,6.12517e-17,0.297053,5.04549e-16
25,snr_mid,1666,1.37727,0.013358,0.873781,1.57894,0.523479,1.56162,0.948419,0.913201,-0.91313,-0.0249491,0.1012,0.0143574,0.938395,1.02848,1.68559,0,0.383179,4.86678e-16
25,snr_high,1667,1.29575,0.0124204,0.840552,1.58014,0.535432,1.5361,0.954519,0.926826,-0.867879,-0.0175534,0.148843,0.0547618,0.945542,1.04391,1.30571,6.14958e-17,0.454681,4.83433e-16
25,mchirp_low,2500,1.20613,0.0147813,0.852736,1.57361,0.540436,1.57145,0.78174,0.880499,0.777766,0.00643911,0.0713577,-0.0172761,0.960567,0.989562,0.91653,0,0.347696,4.92404e-16
25,mchirp_high,2500,1.72165,0.012908,0.823269,1.58137,0.530015,1.57245,0.779831,0.919186,0.801602,-0.0343402,0.131806,-0.00766865,0.980997,1.03446,0.896493,0,0.419389,4.90287e-16
25,merger_early,2500,1.46067,0.0142193,0.851412,1.57257,0.518505,1.55406,0.933989,0.572878,0.779586,0.00285154,0.158515,0.0118566,0.939733,1.14553,0.912429,0,0.383079,4.89193e-16
25,merger_late,2500,1.4671,0.01347,0.824593,1.58242,0.551946,1.58985,0.933159,0.630842,0.79967,-0.0306807,0.0438874,-0.0367794,0.940183,0.988924,0.900681,0,0.368445,4.93422e-16
25,q_low,1667,1.05283,0.0138854,0.811078,1.5615,0.531815,1.55098,0.876599,0.903051,0.799925,0.0143921,0.104309,0.0241974,1.01768,1.00739,0.908377,6.08156e-17,0.382574,4.87623e-16
25,q_mid,1666,1.50551,0.0141185,0.841533,1.60207,0.534551,1.57376,0.925438,0.895302,0.788676,-0.0697497,0.0920901,-0.0247843,0.967725,1.01231,0.910401,0,0.387572,4.94047e-16
25,q_high,1667,1.83335,0.0135303,0.861398,1.56892,0.53931,1.59113,0.929622,0.900939,0.780332,0.0116467,0.109009,-0.0371664,0.93927,1.01694,0.900976,6.12362e-17,0.385908,4.92328e-16
25,q_low_mchirp_low,1241,1.00543,0.0139749,0.817086,1.56041,0.529304,1.56018,0.738253,0.900265,0.797223,0.0412405,0.0827029,0.00114112,1.06828,0.996806,0.903377,0,0.373268,4.9049e-16
25,q_low_mchirp_high,426,1.1909,0.0136249,0.793574,1.56468,0.53913,1.52416,0.245071,0.911235,0.80784,-0.0773451,0.159623,0.087474,1.27419,1.03883,0.922627,6.31259e-17,0.40672,4.79792e-16
25,q_high_mchirp_low,544,1.42965,0.0156665,0.894039,1.56476,0.565834,1.56719,0.796461,0.85246,0.751971,0.0279742,0.0343826,0.0022062,0.838614,0.970231,0.915116,0,0.305804,9.8291e-16
25,q_high_mchirp_high,1123,2.02891,0.0124955,0.845586,1.57093,0.526461,1.60273,0.73472,0.923279,0.793502,0.0036841,0.145337,-0.0565816,1.00584,1.03695,0.894108,0,0.419479,9.85619e-16
30,full,5000,1.41074,0.0130581,0.847953,1.57749,0.521924,1.57195,0.925848,0.910188,0.785222,-0.0135357,0.159003,-0.0121996,1.04995,0.984946,0.899296,1.43969e-09,0.380569,4.91281e-16
30,snr_low,1667,2.10037,0.0149714,0.888315,1.5734,0.533258,1.61814,0.850187,0.869357,-1.16419,0.0016169,0.108382,-0.113851,1.04453,0.9511,1.41308,2.34684e-09,0.290689,5.04549e-16
30,snr_mid,1666,1.2066,0.012341,0.910909,1.57894,0.514971,1.56162,0.951827,0.926404,-1.0297,-0.0249491,0.155008,0.0143574,1.05202,0.994213,1.69876,8.13534e-10,0.376623,4.86678e-16
30,snr_high,1667,0.925123,0.0118615,0.744674,1.58014,0.517539,1.5361,0.972632,0.934167,-0.468298,-0.0175534,0.209407,0.0547618,1.05022,1.00728,1.19087,6.14958e-17,0.447913,4.83433e-16
30,mchirp_low,2500,1.18006,0.0140451,0.863876,1.57361,0.523359,1.57145,0.723246,0.890008,0.773399,0.00643911,0.141517,-0.0172761,1.09166,0.966008,0.909907,2.01914e-09,0.338415,4.92404e-16
30,mchirp_high,2500,1.64141,0.0120711,0.832031,1.58137,0.520489,1.57245,0.772787,0.93042,0.796884,-0.0343402,0.175704,-0.00766865,1.08858,1.00342,0.888726,0,0.417713,4.90287e-16
