epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
35,q_high_mchirp_low,544,1.26708,0.0485681,1.11294,1.38366,1.58745,0.769909,-0.00931764,0.606711,0.149603,-0.0156742,0.87204,0.0318783,0.983891,0.721974,0.530186
35,q_high_mchirp_high,1123,1.64126,0.0492823,0.954094,1.41504,1.55574,0.655542,-2.02816e-05,0.724409,0.19492,-0.00490008,1.10598,0.0250037,0.965771,0.840097,0.550611
40,full,5000,1.3904,0.0493007,0.935879,1.37673,1.56852,0.9058,0.000321917,0.732141,0.186153,-9.27478e-05,0.966934,0.0264412,0.950247,0.845731,0.954489
40,snr_low,1667,2.22745,0.0491698,0.905304,1.46021,1.57689,0.773626,-0.000360282,-1.2641,0.0503107,-0.0657572,0.919206,0.0294469,1.51046,0.51243,1.03437
40,snr_mid,1666,1.14954,0.0498019,1.01112,1.41455,1.57618,0.956992,0.00072008,-1.59139,0.148251,0.0121868,0.971466,0.0251232,1.88559,0.876028,0.945687
40,snr_high,1667,0.794075,0.0489306,0.891259,1.25544,1.5525,0.981391,-0.00048223,-1.19529,0.358797,0.0479125,1.00136,0.0240826,1.50228,0.969612,0.883902
40,mchirp_low,2500,1.16924,0.0492923,0.942341,1.35827,1.56313,0.767432,0.00118371,0.725862,0.179824,-0.0013718,0.978174,0.0272272,0.959494,0.786971,0.941832
40,mchirp_high,2500,1.61157,0.0493091,0.929417,1.39518,1.57391,0.644582,-0.000835594,0.738323,0.192508,0.000679371,1.07358,0.0253599,0.940853,0.86438,0.967012
40,merger_early,2500,1.40343,0.0485279,0.95845,1.39548,1.5905,0.902365,-2.97268,0.720119,0.183463,-0.0127143,0.969799,0.0532103,0.955314,0.836856,0.938409
40,merger_late,2500,1.37738,0.0500735,0.913308,1.35797,1.54654,0.909189,-2.95427,0.743837,0.188937,0.0126432,0.964057,0.0521025,0.94522,0.854859,0.970521
40,q_low,1667,1.15789,0.0494159,0.918963,1.38835,1.57831,0.840892,0.00213392,0.745639,0.146103,0.00239256,1.03414,0.0244653,0.940978,0.865184,0.939983
40,q_mid,1666,1.35583,0.0494173,0.924177,1.37504,1.57199,0.890427,-0.00214421,0.736027,0.184134,-0.0125362,1.00405,0.0253973,0.957514,0.861357,0.951486
40,q_high,1667,1.65747,0.0490689,0.964491,1.36679,1.55526,0.898824,-0.000206341,0.714166,0.227987,0.00937376,0.968859,0.0280049,0.952649,0.807066,0.971275
40,q_low_mchirp_low,1241,1.10783,0.0494283,0.923427,1.37792,1.56912,0.710337,0.00136002,0.743878,0.166094,0.00144768,1.09422,0.0248896,0.938276,0.818363,0.947065
40,q_low_mchirp_high,426,1.30373,0.0493797,0.905961,1.41873,1.6051,-0.291647,0.00285303,0.750798,0.0820106,0.00401266,1.46932,0.0227207,0.948849,0.961061,0.918552
40,q_high_mchirp_low,544,1.31801,0.0485755,1.01766,1.34988,1.53421,0.767309,-0.00907182,0.673337,0.200422,0.0301278,0.850641,0.0306706,0.971769,0.714212,0.913516
40,q_high_mchirp_high,1123,1.82191,0.0493079,0.938735,1.37498,1.56546,0.598608,-0.000590806,0.733127,0.241494,-0.000961827,1.09941,0.0261486,0.942268,0.812105,0.997132
45,full,5000,1.37025,0.0493009,0.947577,1.40093,1.56076,0.910536,0.000303072,0.724937,0.14796,0.00502998,0.965144,0.0282376,0.962043,0.893881,1.09813
45,snr_low,1667,2.16623,0.049171,0.875682,1.48783,1.57186,0.789541,-0.000402972,-1.11889,0.00651845,-0.0600446,0.920092,0.0316576,1.507,0.559505,1.17145
45,snr_mid,1666,1.15125,0.0498009,1.03787,1.43727,1.57675,0.956042,0.000740055,-1.72207,0.110078,0.00501967,0.97074,0.0271963,1.91605,0.935262,1.08172
45,snr_high,1667,0.793153,0.0489311,0.929237,1.27772,1.53367,0.981169,-0.000516655,-1.39383,0.326152,0.0646138,0.999334,0.0242263,1.53928,1.01066,1.04075
